staff_name,publication,publication_year
Julie CAIRNEY,Atom probe tomography for the observation of hydrogen in materials: a review,2023
Julie CAIRNEY,Continuous and reversible atomic rearrangement in a multifunctional titanium alloy,2018
Julie CAIRNEY,Ultrahigh-strength submicron-sized metallic glass wires,2014
Julie CAIRNEY,Effect of T6 treatment on additively-manufactured AlSi10Mg sliding against ceramic and steel,2021
Julie CAIRNEY,"Bridging metal-ion induced vertical growth of MoS2 and overall fast electron transfer in (C, P) 3N4-M (Ni2+, Co2+)-MoS2 electrocatalyst for efficient hydrogen evolution reaction",2020
Julie CAIRNEY,Atoms on the move—finding the hydrogen,2017
Julie CAIRNEY,The influence of crystal structure on ion-irradiation tolerance in the Sm (x) Yb (2-x) TiO5 series,2016
Julie CAIRNEY,Some factors affecting EBSD pattern quality of Ga+ ion-milled face centred cubic metal surfaces,2007
Julie CAIRNEY,Point-by-point compositional analysis for atom probe tomography,2014
Julie CAIRNEY,Room-temperature super-elongation in high-entropy alloy nanopillars,2023
Julie CAIRNEY,Flame-made amorphous solid acids with tunable acidity for the aqueous conversion of glucose to levulinic acid,2020
Julie CAIRNEY,Fracture toughness testing using photogrammetry and digital image correlation,2018
Julie CAIRNEY,A computational geometry framework for the optimisation of atom probe reconstructions,2016
Julie CAIRNEY,Tailoring the electronic structure of Ni5P4/Ni2P catalyst by Co2P for efficient overall water electrolysis,2023
Julie CAIRNEY,Defining the potential of nanoscale Re‐Os isotope systematics using atom probe microscopy,2018
Julie CAIRNEY,Elemental distributions within multiphase quaternary Pb chalcogenide thermoelectric materials determined through three-dimensional atom probe tomography,2016
Julie CAIRNEY,Overcoming challenges in the study of nitrided microalloyed steels using atom probe,2012
Julie CAIRNEY,"Thin film composites of nanocrystalline ZrO2 and diamond-like carbon: Synthesis, structural properties and bone cell proliferation",2010
Julie CAIRNEY,The crystal structures and corresponding ion-irradiation response for the Tb (x) Yb (2− x) TiO5 series,2018
Julie CAIRNEY,Influence of Ni Solute segregation on the intrinsic growth stresses in Cu (Ni) thin films,2016
Julie CAIRNEY,Multiscale modification of aluminum alloys with deep cryogenic treatment for advanced properties,2022
Julie CAIRNEY,Fluoride-assisted detection of glutathione by surface Ce 3+/Ce 4+ engineered nanoceria,2022
Julie CAIRNEY,"A multi-ion plasma FIB study: Determining ion implantation depths of Xe, N, O and Ar in tungsten via atom probe tomography",2021
Julie CAIRNEY,Thermally stable epitaxial ZrN/carrier-compensated Sc0.99Mg0.01N metal/semiconductor multilayers for thermionic energy conversion,2020
Julie CAIRNEY,A gas-phase reaction cell for modern atom probe systems,2019
Julie CAIRNEY,The ion-irradiation tolerance of the pyrochlore to fluorite Ho (x) Yb (2-x) TiO5 and Er2TiO5 compounds: a TEM comparative study using both in-situ and bulk ex-situ irradiation …,2018
Julie CAIRNEY,Advanced volume reconstruction and data mining methods in atom probe tomography,2016
Julie CAIRNEY,Micron-scale polymer–metal cantilever actuators fabricated by focused ion beam,2011
Julie CAIRNEY,Trace of transition metal dopants induced charge redistribution on the MOF-derived CoP/NC electrocatalysts to improve water-splitting efficiency,2022
Julie CAIRNEY,Cryo atom probe: Freezing atoms in place for 3D mapping,2021
Julie CAIRNEY,Laser ablation sample preparation for atom probe tomography and transmission electron microscopy,2021
Julie CAIRNEY,Analytical techniques for probing small-scale layers that preserve information on gas–solid interactions,2018
Julie CAIRNEY,New atom probe approaches to studying segregation in nanocrystalline materials,2013
Julie CAIRNEY,Toward High Efficiency Water Processed Organic Photovoltaics: Controlling the Nanoparticle Morphology with Surface Energies,2023
Julie CAIRNEY,Implication of grain-boundary structure and chemistry on plasticity and failure,2022
Julie CAIRNEY,Atom Probe Microscopy and Materials Science,2012
Julie CAIRNEY,Engineering metal-carbide hydrogen traps in steels,2024
Julie CAIRNEY,Understanding the role of facets and twin defects in the optical performance of GaAs nanowires for laser applications,2021
Julie CAIRNEY,"Effects of Si, Mn, and water vapour on the microstructure of protective scales grown on Fe–20Cr in CO2 gas",2018
Julie CAIRNEY,Transmission Kikuchi diffraction in the scanning electron microscope: orientation mapping on the nanoscale,2014
Julie CAIRNEY,Specimen preparation,2012
Julie CAIRNEY,Single phase nanocrystalline GaMnN thin films with high Mn content,2006
Julie CAIRNEY,Intermediate temperature creep mechanisms in Ni 3 Al,2003
Julie CAIRNEY,High-entropy catalysts for electrochemical water-electrolysis of hydrogen evolution and oxygen evolution reactions,2024
Julie CAIRNEY,Manufacturing of high strength and high conductivity copper with laser powder bed fusion,2024
Julie CAIRNEY,"Hydrogen trapping at dislocations, carbides, copper precipitates and grain boundaries in a dual precipitating low-carbon martensitic steel",2022
Julie CAIRNEY,Tribological behaviour of fused deposition modelling printed short carbon fibre reinforced nylon composites with surface textures under dry and water lubricated conditions,2022
Julie CAIRNEY,Real-time observation of stress-induced domain evolution in a [011] PIN-PMN-PT relaxor ferroelectric single crystal,2019
Julie CAIRNEY,The hidden pathways in dense energy materials–oxygen at defects in nanocrystalline metals,2015
Julie CAIRNEY,"Correlating spatial, temporal and chemical information in atom probe data: New insights from multiple evaporation in microalloyed steels",2013
Julie CAIRNEY,Atom probe microscopy characterization of as quenched Zr–0.8 wt% Fe and Zr–0.15 wt% Cr binary alloys,2013
Julie CAIRNEY,Translational Boundaries as Incipient Ferrielectric Domains in Antiferroelectric ,2023
Julie CAIRNEY,Atom probe tomography of encapsulated hydroxyapatite nanoparticles,2021
Julie CAIRNEY,The effect of hydrogen on the early stages of oxidation of a magnesium alloy,2020
Julie CAIRNEY,On the evolution of mechanical properties and microstructure of ferritic-bainitic (FB) 2.25 Cr-1Mo (Grade 22) steel during high-temperature creep,2020
Julie CAIRNEY,"Correlative UHV-cryo transfer suite: Connecting atom probe, SEM-FIB, transmission electron microscopy via an environmentally-controlled glovebox",2019
Julie CAIRNEY,A new approach to understand the adsorption of thiophene on different surfaces: An atom probe investigation of self-assembled monolayers,2017
Julie CAIRNEY,Understanding the mechanical behavior of nanocrystalline Al–O thin films with complex microstructures,2014
Julie CAIRNEY,Boosting oxygen reduction activity of manganese oxide through strain effect caused by ion insertion,2022
Julie CAIRNEY,Developing atom probe tomography of phyllosilicates in preparation for extra‐terrestrial sample return,2021
Julie CAIRNEY,Additive manufacturing of a novel alpha titanium alloy from commercially pure titanium with minor addition of Mo2C,2018
Julie CAIRNEY,Interpreting atom probe data from oxide–metal interfaces,2018
Julie CAIRNEY,Understanding carbide evolution and surface chemistry during deep cryogenic treatment in high-alloyed ferrous alloy,2023
Julie CAIRNEY,Carbon-Coating Layers on Boron Generated High Critical Current Density in MgB2 Superconductor,2020
Julie CAIRNEY,Development of Low Carbon Microalloyed High Strength Ultra-Thin Cast Strip Products Produced by the Castrip~ Process With Excellent Strength-Ductility Properties,2011
Julie CAIRNEY,On the viability of FIB tomography for generating 3-D orientation maps in deformed and annealed metals,2007
Julie CAIRNEY,Focused ion beam in dental research.,2000
Julie CAIRNEY,The Effect of Chromium on the B2–DO3 Transformation in Fe3Al,1999
Julie CAIRNEY,Efficient and stable piezo-photocatalytic splitting of water and seawater by interfacial engineering of Na0. 5Bi0. 5TiO3/Na0. 5Bi4. 5Ti4O15 self-generated heterojunctions,2023
Julie CAIRNEY,Simultaneous large optical and piezoelectric effects induced by domain reconfiguration related to ferroelectric phase transitions,2022
Julie CAIRNEY,Tuning Ta coating properties through chemical and plasma etching pre-treatment of NiTi wire substrates,2021
Julie CAIRNEY,Overcoming challenges associated with the analysis of Nacre by atom probe tomography,2019
Julie CAIRNEY,The influence of microscope and specimen parameters on the spatial resolution of transmission Kikuchi diffraction,2017
Julie CAIRNEY,A simple approach to atom probe sample preparation by using shadow masks,2016
Julie CAIRNEY,High strength and retained ductility achieved in a nitrided strip cast Nb-microalloyed steel,2013
Julie CAIRNEY,Analysis techniques for atom probe tomography,2012
Julie CAIRNEY,Ultra-thin carbon layer encapsulated NiCoP coralline-like catalysts for efficient overall water electrolysis,2024
Julie CAIRNEY,Characterising the performance of an ultrawide field-of-view 3D atom probe,2023
Julie CAIRNEY,Sulphur diffusion through a growing chromia scale and effects of water vapour,2023
Julie CAIRNEY,Solution epitaxy of halide perovskite thin single crystals for stable transistors,2021
Julie CAIRNEY,Improving metal-ceramic systems subjected to sliding contact by reinforcing the metallic counterpart with ceramic particles,2020
Julie CAIRNEY,Nanoscale analysis of corrosion products: A review of the application of atom probe and complementary microscopy techniques,2018
Julie CAIRNEY,Electronic optimization of heterostructured MoS2/Ni3S2 by P doping as bifunctional electrocatalysts for water splitting,2023
Julie CAIRNEY,"Enhancing methane production from anaerobic digestion of secondary sludge through lignosulfonate addition: Feasibility, mechanisms, and implications",2023
Julie CAIRNEY,Correlative surface and bulk analysis of deep cryogenic treatment influence on high-alloyed ferrous alloy,2022
Julie CAIRNEY,Direct observation of hydrogen distribution in pearlite,2022
Julie CAIRNEY,Direct ageing experiments on nanometre-scale aluminium alloy samples,2022
Julie CAIRNEY,Integrative atom probe tomography using scanning transmission electron microscopy-centric atom placement as a step toward atomic-scale tomography,2021
Julie CAIRNEY,"Novel complex ceramic oxides, Ln2TiO5 (Ln = La, Sm, Gd, Tb, Dy, Ho, Er, and Yb), for polyphase nuclear waste‐forms",2020
Julie CAIRNEY,Lateral Gating of 2D Electron Gas in Cross‐Sectional LaAlO3/SrTiO3,2020
Julie CAIRNEY,Atom probe microscopy,2012
Julie CAIRNEY,Experimental protocols in atom probe tomography,2012
Julie CAIRNEY,Field ion microscopy,2012
Julie CAIRNEY,Challenges associated with the characterisation of nanocrystalline materials using atom probe tomography,2010
Julie CAIRNEY,Estimation of the electric field in atom probe tomography experiments using charge state ratios,2024
Julie CAIRNEY,Heterostructured WOx/W2C Nanocatalyst for Li2S Oxidation in Lithium–Sulfur Batteries with High‐Areal‐Capacity,2024
Julie CAIRNEY,Efficient perovskite solar cell on steel enabled by diffusion barrier and surface passivation,2023
Julie CAIRNEY,Design Parameters and Human Biocompatibility Assessment Protocols for Organic Semiconducting Neural Interfaces: Toward a Printed Artificial Retina with Color Vision,2023
Julie CAIRNEY,Growth dynamics and amorphous-to-crystalline phase transformation in natural nacre,2023
Julie CAIRNEY,Sub-4 nm mapping of donor–acceptor organic semiconductor nanoparticle composition,2023
Julie CAIRNEY,A rival to superalloys at high temperatures,2020
Julie CAIRNEY,The effect of NbC morphology on the slurry erosion performance of ferrous alloys,2019
Julie CAIRNEY,"Using a plasma FIB equipped with Xe, N2, O2 and Ar for atom probe sample preparation–ion implantation and success rates",2019
Julie CAIRNEY,Precipitation of string-shaped morphologies consisting of aligned α phase in a metastable β titanium alloy,2018
Julie CAIRNEY,"3D-EBSD studies of deformation, recrystallization and phase transformations",2012
Julie CAIRNEY,ICEM 15,2002
Julie CAIRNEY,Efficient Flexible Monolithic Perovskite–CIGS Tandem Solar Cell on Conductive Steel Substrate,2024
Julie CAIRNEY,Enhanced short-chain fatty acids production from anaerobic fermentation of secondary sludge by lignosulfonate addition: Towards circular economy,2024
Julie CAIRNEY,EDP2PDF: a computer program for extracting a pair distribution function from an electron diffraction pattern for the structural analysis of materials,2023
Julie CAIRNEY,Strategy of complex carbides in microalloyed 4Mn steels processed by quenching and austenite reversion,2023
Julie CAIRNEY,Discovering an unknown territory using atom probe tomography: Elemental exchange at the bioceramic scaffold/bone tissue interface,2023
Julie CAIRNEY,The 2022 applied physics by pioneering women: a roadmap,2023
Julie CAIRNEY,Atom probe tomography and correlative microscopy: Key techniques for future planetary science studies,2022
Julie CAIRNEY,Atom probe specimen preparation methods for nanoparticles,2022
Julie CAIRNEY,Atomic coordinates and polarization map around a pair of 12a [011¯] dislocation cores produced by plastic deformation in relaxor ferroelectric PIN–PMN–PT,2021
